File,Average Word Count,Lexical Diversity (TTR),Most Common Words
Skidmore College.csv,182,0.5764705882352941,"[('skidmore', 6), ('community', 6), ('decision', 4), ('today', 2), ('legal', 2), ('ruling', 2), ('information', 2), ('implications', 2), ('practices', 2), ('remain', 2), ('committed', 2), ('mission', 2), ('students', 2), ('learning', 2), ('process', 2), ('continue', 2), ('many', 2), ('together', 2), ('dear', 1), ('earlier', 1), ('supreme', 1), ('court', 1), ('handed', 1), ('striking', 1), ('harvard', 1), ('universitys', 1), ('university', 1), ('north', 1), ('carolina', 1), ('chapel', 1), ('hill’s', 1), ('raceconscious', 1), ('admission', 1), ('policies', 1), ('violating', 1), ('equal', 1), ('protection', 1), ('clause', 1), ('fourteenth', 1), ('amendment', 1), ('currently', 1), ('consulting', 1), ('counsel', 1), ('examining', 1), ('237page', 1), ('justices’', 1), ('opinions', 1), ('majority', 1), ('dissenting', 1), ('share', 1), ('full', 1), ('impact', 1), ('skidmore’s', 1), ('admissions', 1), ('fully', 1), ('understood', 1), ('course', 1), ('comply', 1), ('requirements', 1), ('sets', 1), ('forth', 1), ('new', 1), ('york', 1), ('six', 1), ('liberal', 1), ('arts', 1), ('consortium', 1), ('member', 1), ('issued', 1)]"
Smith College.csv,304,0.5398406374501992,"[('students', 7), ('college', 6), ('work', 5), ('community', 5), ('student', 5), ('admissions', 4), ('president', 4), ('university', 4), ('backgrounds', 4), ('diverse', 4), ('harvard', 3), ('north', 3), ('carolina', 3), ('smith', 3), ('commitment', 3), ('financial', 3), ('supreme', 2), ('court', 2), ('ruled', 2), ('fair', 2), ('v', 2), ('action', 2), ('comply', 2), ('access', 2), ('includes', 2), ('people', 2), ('variety', 2), ('experiences', 2), ('court’s', 2), ('decision', 2), ('continue', 2), ('body', 2), ('process', 2), ('applicant’s', 2), ('background', 2), ('need', 2), ('every', 2), ('organizations', 2), ('attract', 2), ('society', 2), ('grants', 2), ('support', 2), ('actions', 2), ('dear', 1), ('staff', 1), ('faculty', 1), ('today', 1), ('two', 1), ('related', 1), ('cases', 1), ('fellows', 1), ('specifically', 1), ('affirmative', 1), ('admission', 1), ('systems', 1), ('used', 1), ('chapel', 1), ('hill', 1), ('equal', 1), ('protection', 1), ('clause', 1), ('fourteenth', 1), ('amendment', 1), ('founded', 1), ('mission', 1), ('women', 1), ('write', 1), ('letter', 1), ('presidentelect', 1)]"
Spelman College.csv,96,0.625,"[('supreme', 3), ('court’s', 3), ('decision', 3), ('diversity', 3), ('college', 3), ('president', 2), ('helene', 2), ('gayle', 2), ('ruling', 2), ('affirmative', 2), ('action', 2), ('black', 2), ('brown', 2), ('access', 2), ('education', 2), ('also', 2), ('impact', 2), ('across', 2), ('statement', 1), ('us', 1), ('court', 1), ('june', 1), ('29', 1), ('2023', 1), ('deeply', 1), ('disappointed', 1), ('united', 1), ('states', 1), ('today', 1), ('strike', 1), ('allowed', 1), ('colleges', 1), ('consider', 1), ('race', 1), ('factor', 1), ('admissions', 1), ('policies', 1), ('reverses', 1), ('generations', 1), ('progress', 1), ('opened', 1), ('doors', 1), ('communities', 1), ('equal', 1), ('higher', 1), ('institutions', 1), ('choice', 1), ('goes', 1), ('growing', 1), ('nation', 1), ('importance', 1), ('democracy', 1), ('end', 1), ('campuses', 1), ('farreaching', 1), ('implications', 1), ('affect', 1), ('sectors', 1), ('society', 1), ('look', 1), ('forward', 1), ('working', 1), ('colleagues', 1), ('hbcus', 1), ('msis', 1), ('continue', 1), ('legacies', 1), ('providing', 1), ('quality', 1)]"
Stanford University.csv,311,0.4523809523809524,"[('stanford', 10), ('admissions', 8), ('students', 6), ('world', 5), ('diverse', 5), ('community', 4), ('university', 4), ('student', 4), ('many', 4), ('continue', 4), ('environment', 4), ('new', 3), ('diversity', 3), ('mission', 3), ('knowledge', 3), ('ruling', 3), ('body', 3), ('know', 3), ('means', 3), ('educational', 3), ('one', 3), ('holistic', 3), ('review', 3), ('backgrounds', 3), ('work', 3), ('undergraduate', 2), ('graduate', 2), ('experience', 2), ('people', 2), ('raceconscious', 2), ('help', 2), ('ways', 2), ('opportunity', 2), ('consider', 2), ('experiences', 2), ('legal', 2), ('also', 2), ('potential', 2), ('answers', 2), ('today', 2), ('questions', 2), ('following', 2), ('applicants', 2), ('want', 2), ('including', 2), ('make', 2), ('faculty', 2), ('benefit', 2), ('dear', 1), ('members', 1), ('year', 1), ('welcomes', 1), ('class', 1), ('accomplished', 1), ('inspiring', 1), ('across', 1), ('nation', 1), ('around', 1), ('brings', 1), ('unique', 1), ('set', 1), ('insights', 1), ('ideas', 1), ('represent', 1), ('remarkable', 1), ('dimensions', 1), ('thought', 1), ('background', 1), ('identity', 1)]"
Swarthmore College.csv,263,0.5555555555555556,"[('students', 8), ('swarthmore', 6), ('college', 6), ('admissions', 4), ('diverse', 4), ('also', 4), ('community', 3), ('decision', 3), ('diversity', 3), ('learning', 3), ('financial', 3), ('—', 3), ('many', 2), ('prospective', 2), ('race', 2), ('factors', 2), ('need', 2), ('time', 2), ('ruling', 2), ('today’s', 2), ('commitment', 2), ('inclusion', 2), ('considering', 2), ('communities', 2), ('ability', 2), ('successful', 2), ('we’ve', 2), ('practices', 2), ('programs', 2), ('education', 2), ('organizations', 2), ('marginalized', 2), ('historically', 2), ('aid', 2), ('new', 2), ('may', 2), ('dear', 1), ('members', 1), ('today', 1), ('anticipated', 1), ('us', 1), ('supreme', 1), ('court', 1), ('issued', 1), ('significantly', 1), ('limits', 1), ('extent', 1), ('university', 1), ('analyze', 1), ('fully', 1), ('understand', 1), ('implications', 1), ('colleagues', 1), ('working', 1), ('general', 1), ('counsel’s', 1), ('office', 1), ('outside', 1), ('legal', 1), ('consultants', 1), ('prepare', 1), ('outcome', 1), ('comply', 1), ('law', 1), ('let', 1), ('clear', 1), ('allow', 1), ('erode', 1), ('steadfast', 1)]"
Tufts University.csv,191,0.5292397660818714,"[('tufts', 6), ('decision', 5), ('community', 4), ('diversity', 4), ('make', 4), ('court', 3), ('today', 3), ('university', 3), ('institutional', 3), ('experience', 3), ('past', 3), ('diverse', 3), ('court’s', 3), ('group', 3), ('students', 2), ('academic', 2), ('several', 2), ('years', 2), ('law', 2), ('values', 2), ('inclusion', 2), ('enriches', 2), ('lives', 2), ('every', 2), ('us', 2), ('continuing', 2), ('welcoming', 2), ('year', 2), ('working', 2), ('dear', 1), ('know', 1), ('supreme', 1), ('ruled', 1), ('favor', 1), ('fair', 1), ('admissions', 1), ('case', 1), ('harvard', 1), ('north', 1), ('carolina', 1), ('believe', 1), ('majority—despite', 1), ('arguments', 1), ('made', 1), ('institutions—failed', 1), ('appropriately', 1), ('consider', 1), ('decades', 1), ('research', 1), ('including', 1), ('demonstrating', 1), ('drives', 1), ('excellence', 1), ('must—and', 1), ('will—respect', 1), ('nothing', 1), ('said', 1), ('change', 1), ('commitment', 1), ('equity', 1), ('belonging', 1), ('foundation', 1), ('transformational', 1), ('creating', 1), ('learning', 1), ('opportunities', 1), ('available', 1), ('also', 1), ('put', 1)]"
Tulane University.csv,140,0.5752895752895753,"[('university', 3), ('commitment', 3), ('community', 3), ('students', 3), ('great', 2), ('discovery', 2), ('transformative', 2), ('decision', 2), ('announced', 2), ('us', 2), ('supreme', 2), ('court', 2), ('diversity', 2), ('diverse', 2), ('wide', 2), ('array', 2), ('faculty', 2), ('staff', 2), ('research', 2), ('ensure', 2), ('continue', 2), ('best', 2), ('truly', 1), ('defined', 1), ('breakthrough', 1), ('worldclass', 1), ('scholarship', 1), ('personal', 1), ('growth', 1), ('enrichment', 1), ('following', 1), ('earlier', 1), ('today', 1), ('write', 1), ('reaffirm', 1), ('university’s', 1), ('essential', 1), ('element', 1), ('excellence', 1), ('tulane', 1), ('must', 1), ('equitable', 1), ('inclusive', 1), ('welcomes', 1), ('supports', 1), ('value', 1), ('derived', 1), ('enriches', 1), ('energizes', 1), ('informs', 1), ('teaching', 1), ('ways', 1), ('benefit', 1), ('everyone', 1), ('last', 1), ('several', 1), ('years', 1), ('made', 1), ('strides', 1), ('fostering', 1), ('environment', 1), ('member', 1), ('academic', 1), ('thrive', 1), ('much', 1), ('work', 1), ('together', 1), ('preparing', 1), ('today’s', 1)]"
"University of California, Irvine.csv",187,0.5514950166112956,"[('admissions', 8), ('california', 5), ('university', 4), ('race', 4), ('college', 4), ('higher', 4), ('education', 4), ('decision', 3), ('use', 3), ('us', 3), ('diversity', 3), ('address', 3), ('student', 3), ('diverse', 3), ('important', 3), ('work', 3), ('supreme', 2), ('court’s', 2), ('institutions', 2), ('remains', 2), ('—', 2), ('pursue', 2), ('tool', 2), ('consideration', 2), ('inequities', 2), ('president', 1), ('michael', 1), ('v', 1), ('drake', 1), ('md', 1), ('issued', 1), ('following', 1), ('statement', 1), ('today', 1), ('thursday', 1), ('june', 1), ('29', 1), ('regarding', 1), ('disappointed', 1), ('bar', 1), ('valuable', 1), ('practice', 1), ('helped', 1), ('increase', 1), ('historical', 1), ('wrongs', 1), ('past', 1), ('several', 1), ('decades', 1), ('top', 1), ('priority', 1), ('one', 1), ('continue', 1), ('every', 1), ('available', 1), ('attracting', 1), ('supporting', 1), ('retaining', 1), ('body', 1), ('leads', 1), ('better', 1), ('quality', 1), ('instruction', 1), ('educational', 1), ('outcomes', 1), ('significant', 1), ('community', 1), ('benefits', 1), ('overall', 1)]"
"University of California, Los Angeles.csv",193,0.6291793313069909,"[('admissions', 4), ('students', 4), ('race', 3), ('decision', 3), ('209', 3), ('us', 2), ('consideration', 2), ('decisions', 2), ('colleges', 2), ('universities', 2), ('university', 2), ('california', 2), ('efforts', 2), ('opportunity', 2), ('diversity', 2), ('higher', 2), ('education', 2), ('similar', 2), ('proposition', 2), ('ethnicity', 2), ('institutions', 2), ('diverse', 2), ('ucla’s', 2), ('reach', 2), ('policies', 2), ('one', 2), ('supreme', 1), ('court’s', 1), ('ruling', 1), ('today', 1), ('banning', 1), ('comes', 1), ('painful', 1), ('blow', 1), ('many', 1), ('echoing', 1), ('president', 1), ('michael', 1), ('drake', 1), ('would', 1), ('like', 1), ('express', 1), ('disappointment', 1), ('substantial', 1), ('impact', 1), ('expand', 1), ('counter', 1), ('ongoing', 1), ('patterns', 1), ('discrimination', 1), ('bring', 1), ('historically', 1), ('shut', 1), ('still', 1), ('analyzing', 1), ('language', 1), ('determine', 1), ('whether', 1), ('direct', 1), ('effect', 1), ('upon', 1), ('ucla', 1), ('operating', 1), ('constraints', 1), ('time', 1), ('1996', 1), ('voters', 1), ('passed', 1), ('barred', 1)]"
"University of California, San Diego.csv",158,0.6226415094339622,"[('ruling', 3), ('race', 3), ('admissions', 3), ('campus', 3), ('uc', 3), ('diversity', 3), ('students', 3), ('consideration', 2), ('today’s', 2), ('may', 2), ('community', 2), ('diverse', 2), ('access', 2), ('education', 2), ('san', 2), ('diego', 2), ('today', 1), ('supreme', 1), ('court', 1), ('issued', 1), ('complex', 1), ('regarding', 1), ('use', 1), ('potentially', 1), ('ending', 1), ('ethnicity', 1), ('decisions', 1), ('nationwide', 1), ('applaud', 1), ('university', 1), ('california', 1), ('president', 1), ('drake’s', 1), ('statement', 1), ('share', 1), ('disappointment', 1), ('recognize', 1), ('cause', 1), ('concern', 1), ('many', 1), ('want', 1), ('reiterate', 1), ('steadfast', 1), ('commitment', 1), ('cultivating', 1), ('inclusive', 1), ('members', 1), ('feel', 1), ('sense', 1), ('belonging', 1), ('able', 1), ('thrive', 1), ('examining', 1), ('working', 1), ('mitigate', 1), ('impact', 1), ('decision', 1), ('california’s', 1), ('proposition', 1), ('209', 1), ('prohibited', 1), ('gender', 1), ('public', 1), ('college', 1), ('since', 1), ('1996', 1), ('despite', 1), ('fellow', 1), ('campuses', 1)]"
"University of California, Santa Barbara.csv",66,0.6666666666666666,"[('access', 3), ('campus', 3), ('president', 2), ('regarding', 2), ('student', 2), ('diversity', 2), ('writing', 1), ('share', 1), ('important', 1), ('message', 1), ('drake', 1), ('todays', 1), ('decision', 1), ('supreme', 1), ('court', 1), ('use', 1), ('race', 1), ('college', 1), ('admissions', 1), ('despite', 1), ('ruling', 1), ('commitment', 1), ('goals', 1), ('equity', 1), ('remains', 1), ('want', 1), ('echo', 1), ('drakes', 1), ('sentiments', 1), ('top', 1), ('priority', 1), ('university', 1), ('california', 1), ('committed', 1), ('advancing', 1), ('mission', 1), ('excellence', 1), ('providing', 1), ('opportunity', 1), ('continue', 1), ('work', 1), ('together', 1), ('provide', 1), ('broadest', 1), ('possible', 1), ('affordable', 1), ('highquality', 1), ('uc', 1), ('education', 1), ('support', 1), ('diverse', 1), ('learning', 1), ('living', 1), ('working', 1), ('environment', 1), ('members', 1), ('community', 1), ('thrive', 1)]"
University of Chicago.csv,189,0.52,"[('university', 8), ('diversity', 6), ('environment', 3), ('chicago', 3), ('students', 3), ('backgrounds', 3), ('perspectives', 3), ('important', 2), ('helped', 2), ('rigorous', 2), ('us', 2), ('ruling', 2), ('universities', 2), ('consider', 2), ('student', 2), ('made', 2), ('welcoming', 2), ('experiences', 2), ('bringing', 2), ('together', 2), ('people', 2), ('range', 2), ('recent', 2), ('diverse', 2), ('values', 2), ('committed', 2), ('continue', 2), ('bring', 2), ('write', 1), ('reaffirm', 1), ('value', 1), ('underpin', 1), ('enable', 1), ('research', 1), ('learning', 1), ('characterizes', 1), ('principle', 1), ('vital', 1), ('ever', 1), ('today', 1), ('supreme', 1), ('court', 1), ('issued', 1), ('cases', 1), ('involving', 1), ('north', 1), ('carolina', 1), ('harvard', 1), ('concerning', 1), ('whether', 1), ('may', 1), ('race', 1), ('applicants', 1), ('factor', 1), ('admissions', 1), ('decisions', 1), ('light', 1), ('decision', 1), ('time', 1), ('reflect', 1), ('progress', 1), ('commit', 1), ('continuing', 1), ('work', 1), ('strength—and', 1), ('indeed', 1), ('foundational', 1), ('academic', 1), ('success', 1)]"
University of Miami.csv,123,0.6101694915254238,"[('admissions', 4), ('students', 4), ('university', 3), ('two', 2), ('fair', 2), ('v', 2), ('remain', 2), ('opportunity', 2), ('continue', 2), ('excellence', 2), ('miami', 2), ('community', 2), ('values', 2), ('many', 1), ('seen', 1), ('us', 1), ('supreme', 1), ('court', 1), ('issued', 1), ('decision', 1), ('cases', 1), ('related', 1), ('raceconscious', 1), ('harvard', 1), ('north', 1), ('carolina', 1), ('want', 1), ('assure', 1), ('comply', 1), ('law', 1), ('deeply', 1), ('committed', 1), ('culture', 1), ('belonging', 1), ('valued', 1), ('add', 1), ('value', 1), ('preparing', 1), ('outcome', 1), ('case', 1), ('offer', 1), ('exceptional', 1), ('educational', 1), ('opportunities', 1), ('based', 1), ('students’', 1), ('individual', 1), ('accomplishments', 1), ('life', 1), ('experiences', 1), ('well', 1), ('commitment', 1), ('fundamental', 1), ('principle', 1), ('access', 1), ('higher', 1), ('education', 1), ('driver', 1), ('social', 1), ('mobility', 1), ('strive', 1), ('long', 1), ('relied', 1), ('talent', 1), ('diversity', 1), ('inclusive', 1), ('scholars', 1), ('home', 1), ('19000', 1)]"
University of Michigan--Ann Arbor.csv,397,0.4725925925925926,"[('diverse', 8), ('diversity', 8), ('body', 6), ('community', 5), ('race', 5), ('policies', 5), ('student', 5), ('university', 4), ('students', 4), ('um', 4), ('admissions', 4), ('racial', 4), ('proposal', 4), ('2', 4), ('um’s', 4), ('experiences', 4), ('educational', 3), ('academic', 3), ('leaders', 3), ('court’s', 3), ('broadly', 3), ('education', 3), ('significant', 3), ('raceneutral', 3), ('equity', 3), ('inclusion', 3), ('strategic', 3), ('plan', 3), ('communities', 3), ('much', 3), ('progress', 3), ('work', 3), ('campus', 2), ('michigan', 2), ('commitment', 2), ('excellence', 2), ('us', 2), ('decision', 2), ('significantly', 2), ('ruling', 2), ('believe', 2), ('increasing', 2), ('global', 2), ('society', 2), ('research', 2), ('manner', 2), ('state', 2), ('public', 2), ('considering', 2), ('efforts', 2), ('higher', 2), ('support', 2), ('made', 2), ('practices', 2), ('procedures', 2), ('—', 2), ('resulted', 2), ('representation', 2), ('socioeconomically', 2), ('achieve', 2), ('less', 2), ('successful', 2), ('achieving', 2), ('effort', 2), ('dei', 2), ('lessons', 2), ('learned', 2), ('learning', 2), ('live', 2)]"
University of North Carolina at Chapel Hill.csv,107,0.5857142857142857,"[('carolina', 4), ('supreme', 3), ('students', 3), ('outcome', 3), ('decision', 3), ('community', 3), ('court', 2), ('admissions', 2), ('north', 2), ('case', 2), ('campus', 2), ('know', 2), ('morning', 1), ('us', 1), ('issued', 1), ('ruling', 1), ('fair', 1), ('inc', 1), ('v', 1), ('university', 1), ('et', 1), ('al', 1), ('raceconscious', 1), ('hoped', 1), ('respect', 1), ('court’s', 1), ('follow', 1), ('guidance', 1), ('committed', 1), ('bringing', 1), ('together', 1), ('talented', 1), ('different', 1), ('perspectives', 1), ('life', 1), ('experiences', 1), ('making', 1), ('affordable', 1), ('highquality', 1), ('education', 1), ('accessible', 1), ('people', 1), ('beyond', 1), ('passionately', 1), ('public', 1), ('always', 1), ('true', 1), ('strategic', 1), ('plan’s', 1), ('first', 1), ('initiative', 1), ('“build', 1), ('together”', 1), ('build', 1), ('work', 1), ('provide', 1), ('environment', 1), ('belong', 1), ('thrive', 1), ('may', 1), ('raise', 1), ('questions', 1), ('future', 1), ('fulfill', 1), ('mission', 1), ('live', 1), ('values', 1), ('built', 1), ('preparing', 1)]"
University of Notre Dame.csv,49,0.7126436781609196,"[('mission', 3), ('notre', 2), ('dame', 2), ('catholic', 1), ('compels', 1), ('us', 1), ('build', 1), ('class', 1), ('reflecting', 1), ('diversity', 1), ('experiences', 1), ('gifts', 1), ('human', 1), ('family', 1), ('undertake', 1), ('comprehensive', 1), ('assessment', 1), ('applicants', 1), ('admit', 1), ('talented', 1), ('students', 1), ('interests', 1), ('aspirations', 1), ('consonant', 1), ('provide', 1), ('opportunities', 1), ('wide', 1), ('range', 1), ('young', 1), ('people', 1), ('commitments', 1), ('meaningful', 1), ('today', 1), ('yesterday', 1), ('study', 1), ('supreme', 1), ('court’s', 1), ('decision', 1), ('consider', 1), ('implications', 1), ('admissions', 1), ('process', 1), ('strive', 1), ('fulfill', 1), ('distinctive', 1)]"
University of Pennsylvania.csv,161,0.5985915492957746,"[('admissions', 4), ('students', 4), ('community', 4), ('penn', 3), ('diverse', 3), ('many', 3), ('supreme', 2), ('two', 2), ('raceconscious', 2), ('changes', 2), ('first', 2), ('court’s', 2), ('admit', 2), ('compliance', 2), ('essential', 2), ('contribute', 2), ('experiences', 2), ('decision', 2), ('morning', 1), ('court', 1), ('ruled', 1), ('related', 1), ('cases', 1), ('challenging', 1), ('higher', 1), ('education', 1), ('decades', 1), ('universities', 1), ('like', 1), ('permitted', 1), ('assemble', 1), ('class', 1), ('considering', 1), ('applicant’s', 1), ('race', 1), ('one', 1), ('factor', 1), ('among', 1), ('holistic', 1), ('review', 1), ('process', 1), ('today’s', 1), ('ruling', 1), ('declaring', 1), ('programs', 1), ('harvard', 1), ('university', 1), ('north', 1), ('carolina', 1), ('unlawful', 1), ('equal', 1), ('protection', 1), ('clause', 1), ('us', 1), ('constitution', 1), ('title', 1), ('vi', 1), ('civil', 1), ('rights', 1), ('act', 1), ('hours', 1), ('following', 1), ('release', 1), ('rulings', 1), ('messages', 1), ('studying', 1), ('opinion', 1), ('ensure', 1), ('law', 1)]"
University of Southern California.csv,70,0.7416666666666667,"[('decision', 2), ('usc', 2), ('students', 2), ('every', 2), ('creating', 2), ('todays', 1), ('supreme', 1), ('court', 1), ('prohibiting', 1), ('holistic', 1), ('raceconscious', 1), ('admissions', 1), ('practices', 1), ('disappointing', 1), ('long', 1), ('understood', 1), ('excellence', 1), ('diversity', 1), ('inextricably', 1), ('intertwined', 1), ('educate', 1), ('innovative', 1), ('thoughtful', 1), ('across', 1), ('globe', 1), ('become', 1), ('leaders', 1), ('field', 1), ('faculty', 1), ('staff', 1), ('earned', 1), ('place', 1), ('contributes', 1), ('one', 1), ('stimulating', 1), ('creative', 1), ('educational', 1), ('communities', 1), ('world', 1), ('impact', 1), ('commitment', 1), ('campus', 1), ('welcoming', 1), ('diverse', 1), ('inclusive', 1), ('talented', 1), ('individuals', 1), ('background', 1), ('provides', 1), ('outstanding', 1), ('learning', 1), ('community', 1), ('differing', 1), ('backgrounds', 1), ('points', 1), ('view', 1), ('embraced', 1), ('ideas', 1), ('collide', 1), ('beliefs', 1), ('challenged', 1), ('innovation', 1), ('thrives', 1), ('go', 1), ('backward', 1)]"
University of Virginia.csv,165,0.5901639344262295,"[('opinion', 4), ('admissions', 4), ('court', 3), ('university', 3), ('diversity', 3), ('students', 3), ('goal', 3), ('supreme', 2), ('today', 2), ('policies', 2), ('affect', 2), ('uva', 2), ('community', 2), ('ways', 2), ('institutions', 2), ('may', 2), ('approach', 2), ('make', 2), ('continue', 2), ('every', 2), ('possible', 2), ('perspectives', 2), ('forward', 2), ('editors', 1), ('note', 1), ('released', 1), ('case', 1), ('involving', 1), ('affirmative', 1), ('action', 1), ('college', 1), ('virginia', 1), ('president', 1), ('jim', 1), ('ryan', 1), ('provost', 1), ('ian', 1), ('baucom', 1), ('sent', 1), ('statement', 1), ('united', 1), ('states', 1), ('issued', 1), ('limits', 1), ('colleges', 1), ('universities', 1), ('promote', 1), ('racial', 1), ('practices', 1), ('stated', 1), ('higher', 1), ('education', 1), ('consider', 1), ('“an', 1), ('applicant’s', 1), ('discussion', 1), ('race', 1), ('affected', 1), ('life', 1), ('discrimination', 1), ('inspiration', 1), ('otherwise”', 1), ('majority', 1), ('holds', 1), ('harvard', 1), ('north', 1), ('carolina’s', 1), ('racerelated', 1), ('unconstitutional', 1)]"
Vanderbilt University.csv,311,0.5226860254083484,"[('community', 8), ('university', 7), ('court’s', 7), ('decision', 7), ('vanderbilt', 5), ('—', 5), ('call', 5), ('us', 4), ('admissions', 3), ('supreme', 3), ('students', 3), ('experience', 3), ('experiences', 3), ('view', 3), ('center', 3), ('appointment', 3), ('strongly', 2), ('growth', 2), ('every', 2), ('perspectives', 2), ('academic', 2), ('applicant’s', 2), ('life', 2), ('diverse', 2), ('commitment', 2), ('faculty', 2), ('staff', 2), ('share', 2), ('members', 2), ('one', 2), ('committed', 2), ('student', 2), ('schedule', 2), ('dear', 1), ('today', 1), ('decisions', 1), ('processes', 1), ('harvard', 1), ('north', 1), ('carolina', 1), ('chapel', 1), ('hill', 1), ('court', 1), ('ruled', 1), ('universities’', 1), ('raceconscious', 1), ('practices', 1), ('violate', 1), ('equal', 1), ('protection', 1), ('clause', 1), ('constitution', 1), ('leader', 1), ('deeply', 1), ('disappointed', 1), ('believe', 1), ('must', 1), ('able', 1), ('enroll', 1), ('allow', 1), ('best', 1), ('serve', 1), ('mission', 1), ('deliver', 1), ('outstanding', 1), ('educational', 1), ('diversity', 1), ('broadly', 1), ('defined', 1)]"
Vassar College.csv,470,0.5,"[('vassar', 15), ('students', 10), ('colleges', 5), ('race', 4), ('diverse', 4), ('mission', 4), ('history', 4), ('equity', 4), ('supreme', 3), ('court', 3), ('california', 3), ('black', 3), ('inclusive', 3), ('learning', 3), ('racial', 3), ('together', 3), ('members', 3), ('groups', 3), ('experience', 3), ('access', 3), ('women', 3), ('liberal', 3), ('arts', 3), ('engaged', 3), ('pluralism', 3), ('office', 3), ('today', 2), ('years', 2), ('may', 2), ('consider', 2), ('life', 2), ('among', 2), ('many', 2), ('admission', 2), ('affirmative', 2), ('action', 2), ('university', 2), ('experienced', 2), ('nearly', 2), ('environment', 2), ('following', 2), ('ban', 2), ('implemented', 2), ('ethnic', 2), ('diversity', 2), ('admissions', 2), ('policies', 2), ('last', 2), ('value', 2), ('one', 2), ('law', 2), ('enroll', 2), ('values', 2), ('college', 2), ('quality', 2), ('education', 2), ('men', 2), ('continue', 2), ('educational', 2), ('excellence', 2), ('graduation', 2), ('commitment', 2), ('merely', 2), ('difference', 2), ('teaching', 2), ('future', 2), ('challenges', 2), ('faculty', 2), ('experiences', 2)]"
Villanova University.csv,75,0.6691729323308271,"[('today’s', 2), ('decision', 2), ('villanova', 2), ('community', 2), ('factors', 2), ('experiences', 2), ('light', 1), ('supreme', 1), ('court', 1), ('like', 1), ('colleges', 1), ('universities', 1), ('across', 1), ('country', 1), ('carefully', 1), ('review', 1), ('details', 1), ('ruling', 1), ('determine', 1), ('may', 1), ('specifically', 1), ('impact', 1), ('admissions', 1), ('processes', 1), ('programs', 1), ('augustinian', 1), ('catholic', 1), ('institution', 1), ('built', 1), ('upon', 1), ('values', 1), ('unitas', 1), ('veritas', 1), ('caritas', 1), ('recognize', 1), ('unique', 1), ('gifts', 1), ('talents', 1), ('individual', 1), ('brings', 1), ('remains', 1), ('unchanged', 1), ('continue', 1), ('employ', 1), ('holistic', 1), ('approach', 1), ('decisionmaking', 1), ('considers', 1), ('variety', 1), ('including', 1), ('academic', 1), ('extracurricular', 1), ('achievements', 1), ('well', 1), ('related', 1), ('student', 1), ('background', 1), ('since', 1), ('1842', 1), ('enriched', 1), ('strengthened', 1), ('individuals', 1), ('diverse', 1), ('backgrounds', 1), ('beliefs', 1), ('stay', 1), ('true', 1), ('foundation—now', 1), ('future', 1)]"
Wake Forest University.csv,162,0.5620689655172414,"[('wake', 4), ('forest', 4), ('university', 4), ('commitment', 4), ('diverse', 4), ('community', 3), ('intellectual', 3), ('court', 2), ('opinion', 2), ('admissions', 2), ('programs', 2), ('learning', 2), ('mission', 2), ('values', 2), ('students', 2), ('backgrounds', 2), ('compliance', 2), ('court’s', 2), ('ruling', 2), ('teams', 2), ('institution', 2), ('dear', 1), ('today', 1), ('supreme', 1), ('united', 1), ('states', 1), ('issued', 1), ('two', 1), ('cases', 1), ('concerning', 1), ('use', 1), ('race', 1), ('factor', 1), ('higher', 1), ('education', 1), ('ruled', 1), ('raceconscious', 1), ('admission', 1), ('harvard', 1), ('north', 1), ('carolina', 1), ('chapel', 1), ('hill', 1), ('unlawful', 1), ('write', 1), ('affirm', 1), ('waver', 1), ('creating', 1), ('sustaining', 1), ('inclusive', 1), ('communities', 1), ('change', 1), ('continue', 1), ('recruit', 1), ('enroll', 1), ('academically', 1), ('qualified', 1), ('seek', 1), ('home', 1), ('belong', 1), ('thrive', 1), ('college', 1), ('graduate', 1), ('professional', 1), ('schools', 1), ('preparing', 1), ('moment', 1), ('direction', 1), ('examined', 1)]"
Washington and Lee University.csv,492,0.4807228915662651,"[('admissions', 9), ('university', 8), ('justice', 8), ('court', 6), ('diverse', 6), ('powell', 6), ('supreme', 4), ('decision', 4), ('wl', 4), ('lee', 4), ('mission', 4), ('universities', 4), ('powell’s', 4), ('community', 3), ('programs', 3), ('equal', 3), ('fourteenth', 3), ('amendment', 3), ('washington', 3), ('prepared', 3), ('diversity', 3), ('better', 3), ('continue', 3), ('permissible', 3), ('may', 3), ('law', 3), ('applicants', 3), ('race', 3), ('class', 3), ('student', 3), ('body', 3), ('bakke', 3), ('us', 3), ('o’connor', 3), ('raceconscious', 2), ('president', 2), ('yesterday', 2), ('protection', 2), ('ruling', 2), ('remains', 2), ('unchanged', 2), ('education', 2), ('graduates', 2), ('leadership', 2), ('others', 2), ('also', 2), ('educational', 2), ('virtue', 2), ('perspectives', 2), ('life', 2), ('experiences', 2), ('campus', 2), ('ability', 2), ('attract', 2), ('support', 2), ('increasingly', 2), ('changed', 2), ('legally', 2), ('means', 2), ('fully', 2), ('one', 2), ('1978', 2), ('factor', 2), ('decisions', 2), ('school', 2), ('california', 2), ('vs', 2), ('rights', 2), ('use', 2)]"
